rec_id,rec2_id,culture,sex,age,date_of_birth,title,given_name,surname,state,suburb,postcode,street_number,address_1,address_2,phone_number,family_role,blocking_number_str,soc_sec_id_str
rec-90940-dup-0,rec-58072-org,ger,f,22,19921017,"",emiiy,goltz,nsw,hernani,2124,131,henty street,"",2 46171071,NoRole,9.0,8541487.0
rec-42105-dup-0,rec-52697-org,usa,f,"",19800516,"",romb,samuel,nsw,wallacia,4305,56,michie street,"",02 49433144,NoRole,1.0,7472168.0
rec-84129-dup-0,rec-80584-org,unk,"","",19630909,"",ella,sciacca,vic,hamlyn heights,3160,23,montagu place,"",08 47708394,NoRole,7.0,7915014.0
rec-85840-dup-1,rec-99942-org,unk,"",34,19890412,"",rjbx,aan,vic,cape woolamai,2533,71,"","",08 02885262,NoRole,8.0,2559313.0
rec-7755-dup-3,rec-88622-org,"",f,39,19840818,"",michael,coweol,qld,home hull,4055,55,griver pkace,"",08 29328680,NoRole,7.0,5540147.0
rec-24992-dup-2,rec-57363-org,unk,f,29,19940122,mr,julia,strasw,qld,taylors beach,4301,464,fremantle drive,"",03 17883154,NoRole,2.0,3606564.0
rec-37974-dup-0,rec-65949-org,ind,f,30,19931126,"",bailee,ebemrt,nsw,lower portland,2145,63,tanderra crescent,villa 3,2 58592584,NoRole,8.0,6806646.0
rec-24430-dup-3,rec-7427-org,iri,f,27,19759940,"",alice,byrnes,nsw,avalln,4170,20,faunce crescent,"",612 86277946,NoRole,1.0,3546468.0
rec-10211-dup-2,rec-84727-org,cze,f,31,19921203,"",zachary,katrinak,sa,keith,3113,22,kinalung place,glenmoee,617 47283925,NoRole,9.0,4527535.0
rec-34604-dup-0,rec-120-org,usa,f,34,19890625,"",connor,green,nsw,linden,3401,4,higgins crescent,rsde 302,02 59295246,NoRole,5.0,2961462.0
rec-77580-dup-0,rec-89153-org,usa,m,32,19910626,ms,april,sloan,nsw,wolli creek,3563,22,william wilkins crescent,"",02 48459823,NoRole,1.0,8891448.0
rec-53358-dup-0,rec-91947-org,eng,f,25,"","",makenie,dick,nsw,camden head,5033,9,rivers street,"",07 05848262,NoRole,2.0,2176561.0
rec-2437-dup-0,rec-65153-org,dan,f,25,19980419,"",timothy,orum,nsw,doubleview,3162,9,wolstenholme street,"",612 91285521,NoRole,6.0,8816135.0
rec-95060-dup-0,rec-58651-org,usa,"",30,19934034,mr,amy,bryant,"",royal park,3123,5,kumm place,wilga farm,03 39661337,NoRole,6.0,8644570.0
rec-3805-dup-1,rec-5435-org,rom,"",23,"","",brooke,varias,"",new lambton heights,3163,7,maclaurin crescent,"",04 83180972,NoRole,8.0,8152569.0
rec-21695-dup-0,rec-21915-org,ina,"",38,19850409,"",paige,setiaqan,wa,mindarie,5540,95,archibald street,locn 1996,8 59635632,NoRole,2.0,7407249.0
rec-37935-dup-0,rec-35230-org,sri,"",29,19490201,"",sam,madhugala?,nsw,epping,2103,33,chandldrmstreet,"",612 66738444,NoRole,7.0,7489275.0
rec-62781-dup-3,rec-49183-org,unk,m,32,19911201,sgt,brodt,aani,nss,rosetta,3138,206,hassall street,"",2 76585518,NoRole,4.0,4678024.0
rec-37434-dup-1,rec-74665-org,ina,m,"",20010626,mr,sam,iskandar,vic,panmure,7250,26,kosciusko avenue,mid city centre,08 83070988,NoRole,4.0,9325527.0
rec-56662-dup-0,rec-31201-org,chi,f,"",19760526,"",thomas,mi,vic,"",3584,22,stanley street,"",04 46516209,NoRole,1.0,6456363.0
rec-78905-dup-1,rec-22147-org,"",d,"",19910228,"",konstantknos,noble,sa,davoren park,2720,92,glenorchy street,"",7 03943545,NoRole,3.0,6133400.0
rec-37531-dup-1,rec-6813-org,eng,g,34,19890409,"",bertie,thorne,wa,lower hotham,2622,9,wilkins street,"",8 20815238,NoRole,1.0,8183083.0
rec-37358-dup-1,rec-90262-org,unk,m,29,19940521,"",brody,scolastique,"",cabbage tree creek,4114,33,brownless street,gull cottage,8 84620918,NoRole,7.0,8138323.0
rec-7674-dup-0,rec-42210-org,unk,m,28,19951201,"","",boss,qld,owanyilla,6168,3,ind place,backacres,3 79323737,NoRole,7.0,3907595.0
rec-35671-dup-0,rec-12207-org,chi,f,25,19981012,ms,thomss,ran,tas,needles,4601,330,mcintosh street,ingrove,07 40622992,NoRole,3.0,5400393.0
rec-34253-dup-1,rec-95933-org,ind,g,23,20005001,mrs,bree,madnani,sa,tarcoola,2207,4,henry melville crescent,ahc house,02 40323606,Org-wife,6.0,9967901.0
rec-82681-dup-2,rec-33765-org,chi,"","",20106109,ms,ethan,zong,vic,highton,2122,7,graves place,"",618 81430087,NoRole,1.0,4457956.0
rec-94475-dup-1,rec-18018-org,eng,f,30,19930918,ms,connor,winterbottom,vic,ballarat mc,0830,3,srivexnley,mountview,08 89455029,NoRole,9.0,9893158.0
rec-53121-dup-0,rec-74130-org,ser,f,32,19910831,"",tarnia,nolq,nsw,blair athol,2299,12,styles place,"",02 34837523,NoRole,9.0,1792139.0
rec-31050-dup-1,rec-47225-org,chi,f,24,19991002,dr,jackson,swen,wa,trigg,3070,20,owen dixomzdrive,"",08 75292922,NoRole,3.0,5365802.0
rec-89642-dup-0,rec-28258-org,chi,"","",19520112,"",ellal,chei,"",sherwood,5517,6,schlich street,"",08 23008488,NoRole,5.0,9840114.0
rec-68989-dup-1,rec-90396-org,ita,f,26,19970818,"",hayden,cosmati,sa,colonel lig ht gardens,3170,52,woronora street,"",7 07740244,NoRole,2.0,8361102.0
rec-10800-dup-0,rec-77732-org,chi,m,30,"",mr,and rew,tuenmuk,sa,rowlandrflat,2483,1,gollan dtreet,"",617 73354781,NoRole,3.0,2683548.0
rec-73369-dup-2,rec-11861-org,ara,c,24,19350106,ms,zachariah,busrah,wa,"",2486,138,fidler court,gemma,03 64038972,NoRole,3.0,9409952.0
rec-27830-dup-0,rec-78573-org,sri,f,31,19920813,"",spyke,perera,nsw,sebastopol,2259,29,currong street,"",02 26242639,NoRole,8.0,9476205.0
rec-9760-dup-2,rec-25008-org,ind,"","",19560914,"","",mahboobani,nsw,north curl curl,2291,26,jerrabombdrrq avenue,rockview,07 40710774,NoRole,9.0,4067128.0
rec-26512-dup-0,rec-60761-org,ser,"",28,19950224,"",kiera,ramic,nsw,torrington,2170,20,leane street,"",612 49906711,NoRole,3.0,9367690.0
rec-42504-dup-0,rec-33378-org,eng,"",28,19950906,"",schkirra,hanley,vic,niddrie,2603,"",barnard circuit,"",8 24808348,NoRole,7.0,4476598.0
rec-93573-dup-1,rec-68015-org,eng,f,28,19951015,"",albinion,campbell,nsw,brunkerville,2747,3,ijong street,"",02 99351007,NoRole,2.0,4695355.0
rec-54053-dup-0,rec-47092-org,usa,"",29,"","",will,contreras,qld,strerton,4129,"",gruner street,"",03 66422429,NoRole,0.0,2577948.0
rec-12954-dup-1,rec-36082-org,usa,"",34,19891396,"",thomas,clay,nsw,warners bay,2210,83,yuranihucourt,mornington,612 71078624,NoRole,1.0,2482776.0
rec-65560-dup-0,rec-61443-org,ind,e,"",19040930,"",alexander,ramjee,vic,korumburra,3460,5,carron street,memorial ospital,8 45406295,NoRole,8.0,4474235.0
rec-60231-dup-3,rec-44907-org,unk,"",31,19920915,"",sebastian,straw,vic,centra lfark,4570,14,stuart street,"",8 65522758,NoRole,7.0,7141292.0
rec-22642-dup-2,rec-66372-org,usa,"","",20131220,"",angelica,santos,vc,seddon wat,5600,19,rundle place,"",8 54971944,NoRole,3.0,4440612.0
rec-48894-dup-0,rec-97970-org,usa,f,"",19880321,hon,jayden,hudson,qld,moffatdaxe,2333,38,hawkesbury crescent,"",613 78143436,NoRole,9.0,7981523.0
rec-64339-dup-2,rec-13132-org,usa,"",31,19920324,"",parrsih,zchary,qld,brighpton,3141,13,abercorn crescent,"",03 18759893,NoRole,3.0,2803065.0
rec-17386-dup-0,rec-45478-org,chi,"",26,19970331,mr,catherknes,sze,sa,para vista,4306,1,banfielq ztreet,"",7 75295637,NoRole,2.0,1763390.0
rec-35659-dup-0,rec-89605-org,"",f,26,19971130,"",lilb,tiffin,nsw,galston,4066,10,benjee place,"",612 06219299,NoRole,6.0,6905208.0
rec-8792-dup-0,rec-26242-org,usa,m,24,"","",dylan,guerrero,sa,auburn,4680,56,"","",2 73102608,NoRole,8.0,1227310.0
rec-93573-dup-0,rec-68015-org,eng,m,28,19951015,"",cambell,albinson,nsw,brunketville,2746,3,ijong street,"",02 99351007,NoRole,2.0,4695355.0
rec-22399-dup-0,rec-77047-org,unk,f,"",19670105,"",joshua,sclafani,wa,ginginup,3460,2,edwell place,"",618 47881963,NoRole,7.0,9791167.0
rec-14737-dup-1,rec-73398-org,eng,"",36,19870116,"",jessica,gabrkle,qld,diglum,4221,379,la perouse street,kalkaroo statn,07 54149535,NoRole,1.0,4075367.0
rec-67967-dup-0,rec-59555-org,eng,f,"",19950818,ms,sarah,gardiner,nsw,bellavista,2327,75,piddingtn street,bellridge,02 22743221,NoRole,0.0,9007441.0
rec-11450-dup-0,rec-78734-org,chi,f,35,19880820,"",caleb,auyong,vic,magpie,5064,9,warringjxplace,"",618 26167516,NoRole,4.0,3922492.0
rec-81079-dup-1,rec-78363-org,eng,f,8,20150129,"",teneille,simons,wa,neeagipu,6022,13,casuarina street,"",07 06035867,NoRole,9.0,1813246.0
rec-6541-dup-1,rec-86855-org,unk,f,22,20010505,mr,matke,sciacca,"",tingalpa,3032,232,sherbrooke street,"",02 46173255,NoRole,9.0,3804358.0
rec-98777-dup-0,rec-22765-org,unk,f,33,19900923,mr,max,aaternir,nsw,roselands,5573,312,hansen circuit,"",2 66823687,NoRole,2.0,7961432.0
rec-42381-dup-0,rec-43875-org,eng,m,11,20121229,"",sanjwl,merrickson,vic,staughton ale,2722,37,murchison street,"",08 29747933,NoRole,7.0,2017840.0
rec-35995-dup-0,rec-66824-org,chi,f,"",19091027,"",eliza,aw,nsw,haymarket,3079,4,goldstein ceescent,"",02 93367068,NoRole,7.0,4178276.0
rec-18710-dup-0,rec-31939-org,eng,f,22,20010428,"",sammy,htou,qld,kirrama,3936,7,willoughby crescent,"",613 02121025,NoRole,3.0,4687860.0
rec-70065-dup-1,rec-97862-org,chi,f,26,19970123,ms,filqnnw,mai,nsw,long jetty,2135,53,morehead street,"",612 14395357,NoRole,3.0,5069454.0
rec-9621-dup-1,rec-70695-org,unk,f,21,20020907,"",jordan,schwanke,qld,safety ibay,2161,1,pocket avenue,"",03 75995043,NoRole,0.0,6270409.0
rec-70934-dup-1,rec-85496-org,jap,f,29,19940817,hon,quinn,tansho,"",figtree,0821,43,sullivan crescent,"",03 47843569,NoRole,8.0,6330944.0
rec-37582-dup-1,rec-66829-org,usa,f,21,20020506,"",timothy,riox,nsw,hexnna,4605,23,beasley street,"",612 15431890,NoRole,5.0,2178514.0
rec-97196-dup-2,rec-15881-org,usa,f,"",19870129,ms,benjamin,horftn,sa,forestv ille,4017,2,rowntree crescent,"",7 90789050,NoRole,0.0,3416457.0
rec-62137-dup-1,rec-25489-org,iri,f,"",19212004,ms,emma,hanegan,nsw,pymble,3054,35,hammill ctkose,"",02 89403281,NoRole,9.0,6257060.0
rec-39284-dup-1,rec-90129-org,unk,f,32,19910916,hon,robin,sclater,vic,berrbiga,5252,3,bradfield street,"",03 82667829,NoRole,6.0,7034772.0
rec-25017-dup-3,rec-92376-org,ind,"",31,19920106,"",sam,chaterju,vidc,ovens,5115,11,claxton crescent,"",618 35487115,NoRole,3.0,3443050.0
rec-47361-dup-2,rec-20152-org,usa,g,20,20030704,"",joshua,mcintyre,nsw,batlow,2847,97,sheaffe street,"",2 52773503,NoRole,6.0,1721551.0
rec-81132-dup-0,rec-2759-org,ind,f,47,19990811,"",bronte,urimindi,qld,kilkivan,2143,5,mcintyre street,belandra,03 54122726,NoRole,3.0,8080069.0
rec-31866-dup-0,rec-44315-org,unk,"","",19650807,"",alexander,kingsley,nsw,catalina,2754,34,follett street,"",02 79146931,NoRole,1.0,6213271.0
rec-54540-dup-0,rec-4810-org,vie,f,28,"",dr,laura,tru,"",toruay,2193,78,partridge street,"","",NoRole,1.0,9198164.0
rec-9906-dup-0,rec-16875-org,eng,f,30,19420560,"",michael,christinsen,nsw,oak flats,2601,16,bastow circuit,"",2 17016715,NoRole,6.0,8638793.0
rec-45931-dup-1,rec-83435-org,eng,"",26,19970726,"",jade,normanson,vic,natte yallock,3152,5,leita court,"",08 05035471,NoRole,5.0,9295532.0
rec-23815-dup-2,rec-98034-org,eng,f,31,19920705,"",lukas,gore,vic,long ruyly,7270,255,allawah flats,"",08 14035049,NoRole,2.0,4641180.0
rec-43422-dup-0,rec-33323-org,ser,t,"",19561113,ms,bla ke,pecur,vic,moranbah,6069,24,mckillop circuit,mountainview retirement vlge,08 09835598,NoRole,4.0,6002921.0
rec-37070-dup-1,rec-92230-org,unk,"",30,19930313,ms,chloe,sciacca,nsw,orange,4655,"",fuhrmantzsjtreet,"",612 91643347,NoRole,2.0,3204521.0
rec-97035-dup-1,rec-69948-org,jew,"",26,19971116,"",william,zundel,"",glen i nnes,2123,9,portus place,"",02 60725226,NoRole,1.0,9190314.0
rec-84809-dup-2,rec-52820-org,eng,d,"",20010731,dr,anfrdw,carlyle,nsw,mount hunter,4304,28,bandjalong crescent,brambletye vinyard,2 85087117,NoRole,7.0,5307252.0
rec-51354-dup-3,rec-23850-org,eng,f,30,19931101,"",jacob,edwardson,nsw,bugaldie,4126,10,copladzdrive,"",612 30009822,NoRole,1.0,1767909.0
rec-97242-dup-0,rec-63465-org,jew,m,21,20020902,ms,braiden,matz,nsw,kramach,7006,1,heading place,"","",NoRole,4.0,6968558.0
rec-61481-dup-0,rec-9373-org_f-0,chi,m,57,19660524,gen,zhongyuan,min,qld,kia ora,2200,14,bethune close,yarrallah,03 77336085,father-n-False,4.0,8720032.0
rec-93173-dup-0,rec-10040-org,eng,f,25,19981207,"",kiana,haywood,mv,uranquinty,2658,8,kambalda crescent,chactor,612 15961921,NoRole,4.0,9749953.0
rec-49677-dup-2,rec-50412-org,"",f,26,19971015,"",jaykpr,lodge,qle,noble park north,4565,3,chuculba crescent,la rhune,8 72798946,NoRole,9.0,2264288.0
rec-88650-dup-1,rec-47939-org,unk,m,27,19943076,"",ruby,scoby,qld,cunnamulla,6016,6,keys crescent,"",04 31788281,NoRole,9.0,2768477.0
rec-15765-dup-0,rec-47840-org,usa,f,40,19830408,"",john-ozul,atkinson,vic,sunbury,3500,11,devonpoftsltreet,"","",NoRole,6.0,7648121.0
rec-11845-dup-0,rec-40431-org,usa,"","",19009314,"",asha,gentry,wa,frenchman bay,2289,28,"","",08 27661786,NoRole,9.0,9311547.0
rec-73681-dup-2,rec-50311-org,cze,f,"",19930722,"",stofan,genevieve,vuc,tanjil south,2176,5,bungaree crescent,"",8 49627388,NoRole,2.0,1442768.0
rec-50348-dup-0,rec-26562-org,spa,"",25,19980503,mr,ne,tllez,"",kalbar,6152,286,westall place,first avenue,03 77673476,NoRole,9.0,8516327.0
rec-83945-dup-0,rec-56214-org,tur,"",28,19991202,"",connor,io,"",moorooka,3046,122,numeralla street,"",03 62858502,NoRole,9.0,2890720.0
rec-44137-dup-0,rec-70367-org,por,"",36,19870807,"",fergus,haraculamo,qld,comoon loop,2211,228,brownless street,killaeney,03 48043687,NoRole,6.0,3793501.0
rec-42354-dup-1,rec-82461-org,tur,"",19,20041213,"",prudence,dursun,vic,wedderburn,6062,13,matzek place,old post office,8 94193882,NoRole,3.0,6188606.0
rec-46644-dup-0,rec-4551-org,fre,f,24,"","",adam,meunier,vic,willung south,3149,4,clem hilkoztreet,"",04 41112489,NoRole,9.0,5589315.0
rec-45976-dup-0,rec-26576-org,ind,"","",19730706,"",imogen,kishmqni,nsw,ladysmith,5410,144,castley circuit,"",2 75635460,NoRole,0.0,1035370.0
rec-99926-dup-0,rec-36128-org_f-2,eng,c,28,20170718,mr,hurlbart,goode,tas,sandfly,2259,8,harrickscrescent,colefieldcvnpark,0703322994,son-y-True,3.0,1848889.0
rec-64374-dup-0,rec-67570-org,eng,m,10,20130204,"",kane,ryer,vic,wtree,2289,34,edmond close,"",8 60510461,NoRole,2.0,1522973.0
rec-34119-dup-0,rec-18080-org,ara,f,"",19930512,ms,ellie,rijja,"",bundaberg,3161,12,kalgoorlie crescent,"",02 56237838,NoRole,6.0,1912890.0
rec-72255-dup-2,rec-97548-org,usa,"",21,20020703,"",isabella,pratt,nsw,condong,3130,23,wheele rck,"",2 66181236,NoRole,6.0,4767601.0
rec-84543-dup-2,rec-42027-org,usa,f,34,19891123,"",karissa,hurst,no,st georges basin,2101,3,bellchambers crescent,"",2 28781737,NoRole,4.0,7730874.0
rec-86414-dup-1,rec-98999-org,eng,f,"",19841105,"",katelyn,winfield,nsw,rosehill,3142,45,florence taylor street,"",2 75706067,NoRole,4.0,5622762.0
rec-23930-dup-1,rec-38022-org,usa,c,8,20151009,"",mattehw,santana,"",maryborough,2290,23,carstensz street,"",03 92507519,NoRole,0.0,5705590.0
rec-74906-dup-0,rec-9321-org,ger,f,"",19460723,"",kaleb,jaekle,nsw,"",6401,3,hemmings crescent,forestvale,612 07397767,NoRole,6.0,4872175.0
rec-71832-dup-0,rec-13062-org,usa,"",32,"","",sarah,winters,qld,mount irving,1272,45,kenyon circuit,"",02 93721220,NoRole,5.0,1911188.0
rec-43929-dup-0,rec-50888-org,chi,"",26,"","",brodie,hsueh,nsw,candelo,2307,26,rumbelow court,"",612 79157722,NoRole,4.0,7289581.0
rec-72767-dup-0,rec-36637-org,usa,"","",19060724,pfc,charlie,navarro,"",morganville,3081,38,caley cescent,"",03 88412835,NoRole,6.0,7468188.0
rec-75728-dup-1,rec-19812-org,eng,"",32,19910414,ms,dickens,matthew,nsw,narrandera,6053,10,tardent street,koonoomoo,"",NoRole,1.0,1065590.0
rec-14500-dup-1,rec-42317-org,pak,f,"",19260214,mr,jasmine,banya,qld,stafford,6345,29,faunce crescent,"",07 70142895,NoRole,1.0,5441120.0
rec-14414-dup-0,rec-73320-org,hun,f,32,19910304,"",joel,pongratz,nsw,kalamunda,2485,68,kilby vfscent,"",612 68175897,NoRole,4.0,5768771.0
rec-53162-dup-2,rec-49859-org,usa,s,19,20041001,ms,liam,walls,"",yennora,6432,4,vonwiller crdscent,greenpatch,02 56957803,NoRole,3.0,5526009.0
rec-41635-dup-0,rec-58212-org,iri,f,"",19160201,"",sherigdan,campbell,nsw,south albury,2756,40,groveland crescent,"",2 93446125,NoRole,4.0,9482341.0
rec-51376-dup-1,rec-43021-org,"",f,03,19930904,"","",rysd,sa,elizabeth north,0372,33,bunduluk crescent,"",617 09694645,NoRole,8.0,9818472.0
rec-16193-dup-0,rec-44224-org,cze,f,"","","",rubenw,hanzelko,"",lake prserpine,2580,86,inkster street,rhode island resort,3 50070661,NoRole,2.0,1637093.0
rec-37935-dup-1,rec-35230-org,sri,f,29,19940201,"",sam,madhugaka?,nsw,eppdbmg,2103,33,chandler street,"",612 66738444,NoRole,7.0,7489275.0
rec-60665-dup-2,rec-39572-org,unk,f,29,19940611,"",casssndra,streckfuss,qld,narwee,3088,2,goldentgrove,locn 2093,2 55406788,NoRole,3.0,8686363.0
rec-8716-dup-0,rec-77917-org,gre,m,"",19590418,"",elizabeth,vandis,nsw,darlinghurst,2795,15,brigalow street,"",02 55207623,NoRole,0.0,8189453.0
rec-21379-dup-1,rec-30015-org,ina,"",9,20140702,dr,jayden,gunqaan,wa,tintinara,4350,42,antill dtkreet,"",8 51855693,NoRole,0.0,9476680.0
rec-1298-dup-1,rec-90868-org,eng,f,"",19961216,"",samuel,beckett,sa,weetulta,6149,2,chermside street,symes grove,04 52987383,NoRole,7.0,7716944.0
rec-31049-dup-0,rec-44977-org,usa,f,22,20010825,dr,bethany,pefk,vic,toork,4703,62,maclagan street,"",618 76867214,NoRole,2.0,9613468.0
rec-55369-dup-0,rec-34703-org,eng,m,31,19920718,"",lachlan,attwatnr,nsw,opossum rcreek,4854,7,edmondson street,beulah estate,612 61487395,NoRole,0.0,1527016.0
rec-68179-dup-3,rec-539-org,eng,f,7,20161127,hon,logan,samuel,"",wetheri park,4073,7,steeke clive avenue,"",08 71449589,NoRole,0.0,3555769.0
rec-11075-dup-0,rec-52297-org,pak,f,24,"","",sebastian,sayyid,nt,east point,3842,61,starrigxylace,"",613 56309620,NoRole,3.0,3356760.0
rec-13949-dup-0,rec-44935-org,unk,f,32,19910419,pfc,lauren,schwanke,qlc,the percy group,5094,114,hibiscus crescent,"",3 28626321,NoRole,6.0,1326024.0
rec-16039-dup-0,rec-45152-org,unk,f,7,20116110,"",alessandma,aakre,qld,macquarie fields,6326,13,wandoo street,"",03 65517847,NoRole,8.0,5209245.0
rec-7399-dup-0,rec-52358-org,usa,f,33,19900821,"",mila,"",vic,preston,4505,18,stuart street,rosehill,618 35320850,NoRole,7.0,9120423.0
rec-85482-dup-0,rec-82006-org,ser,f,25,19980925,mr,daniella,premar,vic,bundoora,2640,14,arabana sireet,"",04 81384035,NoRole,4.0,5209384.0
rec-45468-dup-1,rec-34407-org,unk,m,"",19800105,mr,ruby,stratou,wa,darkan,4725,15,fremantle drive,kildurham,618 23077600,NoRole,9.0,3688887.0
rec-94475-dup-2,rec-18018-org,eng,"",30,19930918,ms,connor,winterbottom,vic,ballarat mc,0830,3,conley drive,mountview,08 89455029,NoRole,9.0,9893158.0
rec-62745-dup-0,rec-52104-org,usa,"","",19760312,"",bianca,"",qla,carole park,7009,62,kadina ryw scent,ferndale,"",NoRole,9.0,3810010.0
rec-74839-dup-1,rec-24922-org,unk,f,22,20010280,ms,"",sclafani,vic,craigi e,4220,25,bosworth circuit,kincumber nautical vlge,08 45432997,NoRole,5.0,4334591.0
rec-40382-dup-1,rec-16855-org,tha,f,30,19930822,ms,tahlia,"",nsw,martinwville,2570,"",bullala court,"",2 93371117,NoRole,8.0,4951365.0
rec-27559-dup-0,rec-53142-org,unk,f,"",19890127,"",matthew,aars,vic,daceyville,3400,"","","",2 67736020,NoRole,7.0,9952939.0
rec-77469-dup-1,rec-58780-org,usa,f,30,19931028,"",alison,oneill,vic,shepparton east,3132,6,grampians street,glen brae,8 45498467,NoRole,3.0,7751309.0
rec-11340-dup-2,rec-31541-org,eng,"",30,19930811,ms,nathan,neville,vic,beremboke,2343,13,kesteven street,"",08 53601675,NoRole,2.0,2257096.0
rec-35888-dup-0,rec-61332-org,usa,"",33,19900731,pfc,kaitzun,donaldson,nsw,neminga,5113,22,shackleton circuit,"",612 72378316,NoRole,3.0,3700160.0
rec-26965-dup-0,rec-7252-org,usa,"",31,19920415,ms,harrison,dalton,qld,ottaba,4110,46,blackburn street,"",613 51211213,NoRole,3.0,4728097.0
rec-56481-dup-0,rec-11646-org,pak,f,"","",mr,deakyn,karzai,nsw,"",2117,1,beasleyuctreet,"",2 69624071,NoRole,7.0,9527421.0
rec-3663-dup-0,rec-89663-org,ind,"",24,"","",hayley,gurdasani,"",cranbourne,6003,72,"","",03 48076170,NoRole,6.0,2087458.0
rec-58580-dup-0,rec-80701-org,ara,f,27,19961121,"",cata,nasiha,nsw,killaba,4720,11,fraser court,"",02 48025352,NoRole,1.0,7488395.0
rec-51232-dup-1,rec-73847-org,chi,f,"",19820907,"",jaco,zhou,"",stanifer,2032,45,tanumbirini street,bendarra,04 41615962,NoRole,9.0,7204147.0
rec-42993-dup-1,rec-39352-org,chi,f,30,19930889,"",kyjr,pu,qld,doongul,2518,21,majura road,brentwood vlge,03 26466743,NoRole,9.0,8178292.0
rec-63922-dup-0,rec-93219-org,gre,m,28,19951025,"","",paraskevaki,nse,attunga,4530,2,antill street,mallee vale,612 30178083,NoRole,5.0,1903497.0
rec-55691-dup-0,rec-91572-org,afg,"",28,19950615,"",lochlan,bitani,nsw,morisset,2516,284,charnwood medqcal clinic,"",04 71218062,NoRole,7.0,6712245.0
rec-44647-dup-1,rec-35295-org,eng,f,12,20110910,pfc,gr zc,prescott,vic,mount isa,3158,8,goodchild street,"",08 29079904,NoRole,3.0,8161858.0
rec-96228-dup-1,rec-52985-org,eng,f,"",19191018,"",nucohb,verity,wa,angelo river,4064,583,barrington crescent,"",08 48377175,NoRole,4.0,8966761.0
rec-75728-dup-2,rec-19812-org,eng,"",32,19910414,ms,dickens,matthew,nsw,narrandera,6045,13,tardent street,koonoomoo,"",NoRole,1.0,1065397.0
rec-35671-dup-1,rec-12207-org,chi,"",25,19981012,ms,travers,ran,tas,needles,4601,99,mcintosh street,ingrove,07 40622992,NoRole,3.0,5400393.0
rec-21379-dup-0,rec-30015-org,ina,f,29,20140702,dr,jayden,gunahwan,wa,tintinara,4350,42,antill street,"",8 51855693,NoRole,0.0,9476680.0
rec-61061-dup-0,rec-98391-org,usa,c,27,19961230,ms,amber,scott,nsw,bondi,2763,695,rosenthal street,"",612 97585745,NoRole,8.0,4585675.0
rec-27438-dup-1,rec-30774-org,eng,f,23,20000502,ms,marco,merchant,nsw,wombeyan caves,6432,1256,sargeajtolace,"",2 75867546,NoRole,0.0,8721503.0
rec-80944-dup-0,rec-97206-org,dan,f,29,19940101,"",cameron,fine,nsw,bannister,2770,14,shannonircuit,oakdale,02 76704713,NoRole,8.0,4709541.0
rec-45350-dup-2,rec-54153-org,unk,"",20,20032161,"",sascha,stranwcy,"",cherrybrook,7000,42,jalanga crescent,mapperley,04 67570253,NoRole,7.0,9468874.0
rec-85589-dup-2,rec-27446-org,usa,f,"",20150502,ms,benji,dillard,wa,lancelin,5019,3,mayo street,bindaree,618 24053318,NoRole,9.0,3298259.0
rec-29654-dup-2,rec-34218-org,fre,"",11,"",dr,jack,chavases,"",march,2220,8,poynton street,"","",NoRole,8.0,2341239.0
rec-55660-dup-1,rec-51756-org,unk,f,"",19690730,dr,nkiits,abshi,nsw,north batemans bay,6023,63,giles street,"",02 32548939,NoRole,9.0,6112583.0
rec-44811-dup-0,rec-81637-org,rom,f,30,19930815,"",joshua,vulpes,wa,menzies,4406,14,bray place,woodbine homestead,8 02358646,NoRole,7.0,1268509.0
rec-44193-dup-0,rec-32322-org,usa,"",29,19940320,"",aurora,mcgowan,"",alectown,2762,29,lindrum crescent,"",02 89758392,NoRole,1.0,7961970.0
rec-95661-dup-2,rec-62428-org,eng,f,29,19940129,"",maddison,dick,qld,murray sridge,2527,8,ashby ircuit,"",04 12595017,NoRole,1.0,2786884.0
rec-41665-dup-2,rec-41132-org,ina,f,28,19951121,ms,emiily,sutanto,nsw,branxton,6081,193,planth riosd,rowethorpe,"",NoRole,3.0,2880008.0
rec-86724-dup-1,rec-9942-org,eng,"",34,19890816,ms,ryan,olivhfdobn,qld,hervey range,3109,8,badimara street,sunshine farm,613 63673423,NoRole,8.0,2641325.0
rec-71498-dup-0,rec-75500-org,eng,f,"",19281110,"",james,jaminn,"",craigmore,3640,84,kalgoorliecrescent,"",04 80584413,NoRole,7.0,3514619.0
rec-36166-dup-1,rec-32009-org,unk,f,"",19201123,"",leon,aaroes,nswc,enmore,4720,8,irvine street,greenbushes-boyup,2 73593062,NoRole,8.0,4599666.0
rec-37531-dup-0,rec-6813-org,eng,"",34,19890409,"",beftie,thorne,wa,lower hotham,2622,15,wilkins street,"",08 58257551,NoRole,1.0,8184083.0
rec-22080-dup-0,rec-42760-org,usa,m,21,20021204,ms,alana,montgomery,qld,moliagul,3194,15,clift cftrzcent,"",08 65399788,NoRole,7.0,7853807.0
rec-56325-dup-1,rec-11950-org,"",f,30,20020207,ms,lee,stoker,vic,corinella,3187,"",charteris crescent,"",8 13383031,NoRole,0.0,6396715.0
rec-54421-dup-0,rec-10513-org,jap,f,"",19191118,mr,andrew,otani,nsw,mayfield west,3806,96,bennett vgreet,narellam court,02 49110193,NoRole,1.0,9794236.0
