given_name,surname,street_number,address_1,address_2,suburb,postcode,state,date_of_birth,recid,uid
adam,perl,150,shean lpace,gungahlin market place,glengarry,2155,vic,19330624,7388490,978
stephanie,nevin,,gooromon ponds road,wiluna,hawthorn,2567,nsw,19860305,3779921,979
matthew,lock,92,mackenzie street,brookvale,corrimal,6450,vic,19220401,1432585,980
karli,alderson,144,nulsen circuit,iowanna,tings lpa,3139,nsw,19510826,9541034,981
maddison,berry,47,rosenthal street,harbour town shopping centre,golden rgove,2560,sa,19840928,6298753,982
imzogen,akroyd,14,everard street,strathalan co mmunity,marsfield,3219,qld,19301206,4816613,983
micaela,siggins,43,carroll street,albion grove,westbury,4359,qld,19871105,6396028,984
joshua,dolan,98,colborne place,warowiw,lindfield,3568,nsw,19521116,9500871,985
micthell,boxwbr,40,keysor place,avslind,toorak,4480,nsw,19730218,4520071,986
claire,crook,9,oyster farm,basedow street,,3146,vic,,2161417,987
holly,siemers,8,strachan place,kootingal,beaudesert,2104,sa,19610319,4858108,988
rosie,campbell,15,heydon crescent,stockwell hotel,diggers rest,3053,qld,19650220,2173865,989
hollie,bishop,186,dolling crescent,clifden,tarana,3121,nsw,19721009,1052176,990
luke,akkermans,23,,calala farm,balwyn north,4872,vic,19050323,5092830,991
isabella,defrancesco,24,meyrick place,marx garden world,wellington point,2759,vic,19040819,8342399,992
layla,ryan,720,tregellas crescent,carinyav lge,collinswood,3400,nsw,19920526,7041054,993
zoe,campbell,167,cambridge street,kyeema,frenchs forest,2141,sa,19400222,3000636,994
stephanie,geu,28,bainton crescent,masonic memorial village,maryborough,2541,sa,19421008,3997529,995
nicholas,,289,britten-jonues drive,jabaru court,paddington,2000,vic,19970422,5062738,996
lachlan,katsiavos,29,paul coe cdrescent,,casual,2913,nsw,19380406,4112327,997
monique,gergely,21,harwoos court,hyberni a park,sherwood,2207,nsw,19790807,7375144,998
,mcveigh,45,bougainville street,kimberley,ourimbah,6060,wa,19360219,8243761,999
